subject,object,original_label
at rich regions,guanosine diphosphofucose,other
hydrostatic pressure,epoxide hydrolase,other
denture stomatitis,asiatic cobras,other
brain death,nonchromaffin paraganglioma,other
4 aminophenazone,white adipocyte,other
amyloid proteins,mibg,other
periostitides,blood platelet transfusion,other
cd15 antigens,wingless type proteins,other
dermatitis verrucosa,type iv antifreeze proteins,other
infertility effects,polydystrophic dwarfism,other
shp1 protein tyrosine phosphatase,pubertal blockers,other
liver infarctions,caprylates,other
twist protein,mar element,other
parietal bone,international federation of red cross and red crescent societies,other
6 mercaptopurine,plasmacytic leukemias,other
mkk 1 protein kinase,brown violin spiders,other
t butylhydroperoxide,nucleus obscurus raphe,other
cyp1a1 protein,chemokine cxcl1,other
heterotopic ossification,integrin alpha m,other
one health concept,shiga toxin 1,other
paramorphan,p38delta map kinase,other
hla b39,ependymomas,other
periphyton,trifluorothymidine,other
esteroproteases,hiv protease inhibitor,other
interleukin 21 receptor alpha chain,value based insurance design,other
trematodas,nitrogen isotope,other
perceptual closures,abiotic receptors,other
myofascial release treatments,inducible cell adhesion molecule 110,other
cosmonauts,hallucinogenic substances,other
type b cyclin,buf rats,other
interleukin 3 receptor alpha chain,white spot syndrome virus 1,other
glucose transporter type 4,endosseous dental implant therapy,other
organ preservation,pulegium vulgare,other
obstetric and gynecologic diagnostic techniques,wound closure technique,other
wnt signaling pathway,trichechus,other
endocrinologist,chronic autoimmune urticaria,other
embryonic induction,rhodamine 123,other
licensing,external ear canal,other
mineralocorticoid receptors,epidemic myalgias,other
cortical phase synchronization,ureohydrolase,other
flexural property,hematologic tests,other
life support care,cicer,other
wattles and comb,corpus callosum hypogeneses,other
chromosome breakpoints,high energy shock waves,other
artemisia absinthium,pallister hall syndrome,other
blood flow,maf protein,other
bronchial constrictions,neopallial cortices,other
polycythemia ruba veras,spirillum cholerae,other
adansonia,feline acquired immunodeficiency syndrome,other
rubivirus infection,corneal ulcer,other
sterol regulatory element binding protein 1,child nutritional physiology phenomenon,other
guideline adherence,vindesin,other
smilings,htlv iii p24,other
sweat gland adenoma,rna lesion,other
histocytologic preparation technique,methoxychlor,other
affinity labeling reagents,postprandial period,other
abortifacient effect,b cell epitopes,other
indole alkaloid,optical storage devices,other
delayed ovum implantations,calgranulin a,other
cyclohexatriene,actinomyces viscosus,other
wound infection,anti hypertensive drugs,other
epidural blood patch,aftercare,other
plant developments,organotechnetium compounds,other
cocculin,whole body scanning,other
phototoxic dermatitides,7 deazaadenosine,other
cefpirome,vestibulocochlear nerve trauma,other
astacoideas,ejaculatory dysfunctions,other
microbial inactivation,nutritional genomics,other
hereditary eye disease,electroporation therapy,other
oxylipins,glomus jugulare tumors,other
h7n1 subtype,diuretic,other
5 isothiocyanatofluorescein,sterol 26 hydroxylase,other
fermented foods,animal behaviors,other
alloxan,xanthurenates,other
peripheral catheterizations,alpha 1 antitrypsin,other
Gaze tracking,Hyperspectral imaging,other
Deductive databases,Mechanical power transmission,other
Vehicles,Dielectric measurement,other
Spinal cord injury,Excavation,other
Coplanar transmission lines,Edge computing,other
Requirements engineering,Commutation,other
Software reliability,Frequency shift keying,other
Atomic clocks,Loading,other
Neutron capture therapy,Continuous improvement,other
Ambient networks,Ceramic capacitors,other
File servers,Rigidity,other
Embryonic structures,Time complexity,other
Systems modeling,Radar detection,other
Food industry,Timing,other
Marine technology,Gait recognition,other
Polar codes,Anatomical structure,other
Diamagnetic materials,Trajectory planning,other
Vivaldi antennas,Encyclopedias,other
Radar,Wavelet analysis,other
Prosthetics,Garnet films,other
Mixed integer linear programming,Intelligent manufacturing systems,other
Geothermal power generation,Photonic bandgap fibers,other
Hypertension,Bioinformatics,other
Reverberation chambers,Electronic packaging thermal management,other
Self-organizing networks,Mutual information,other
Broadcasting,Superconducting films,other
Surface fitting,Radiowave propagation,other
Geothermal power generation,Python,other
Coal industry,Data communication,other
Classification algorithms,Qualifications,other
Space missions,Failure analysis,other
Fractals,Resistive RAM,other
Nanopores,Solenoids,other
Piezoresistive devices,Eyelids,other
Readout electronics,Mars,other
Solids,Brain mapping,other
Diversity methods,Microgrids,other
Ant colony optimization,Microwave FETs,other
Quantum dots,Visual impairment,other
Uncertainty,Half-duplex system,other
Plating,Calcium compounds,other
Scientific computing,National security,other
Floods,Cyclic redundancy check,other
Reverberation,MPEG 7 Standard,other
Particle accelerators,Mobile applications,other
Bulk acoustic wave devices,Gas insulation,other
X reality,ETSI Standards,other
Histopathology,Traffic congestion,other
Resonators,Collaborative intelligence,other
Remote handling,Pollution control,other
Diffusion bonding,Thin films,other
Classification algorithms,Test equipment,other
Discrete wavelet transforms,Behavioral sciences,other
Ohmic contacts,Cybercare,other
Electrolytes,Representational state transfer,other
Space radiation,Fuel processing industries,other
Terahertz radiation,Motion capture,other
Fall detection,Teleworking,other
Machine ethics,White matter,other
Plastic optical fiber,Chemical hazards,other
Active RFID tags,Weibull fading channels,other
Nonconductive adhesives,Surface fitting,other
Acoustic reflection,Head,other
Textile industry,Wavelet coefficients,other
Orthopedic procedures,Fractal antennas,other
Programmable logic arrays,Deuterium,other
Surface fitting,Message passing,other
Archeology,Electronic switching systems,other
Three-dimensional displays,Virtualization,other
Switching loss,Optical mixing,other
Process design,Weibull distribution,other
Spinal cord injury,Vocational training,other
Morphological operations,Laser fusion,other
Three-dimensional displays,Electrochemical devices,other
Boosting,Plastic integrated circuit packaging,other
Systems modeling,Subcontracting,other
Decorrelation,DC generators,other
Bulk acoustic wave devices,Scintillation counters,other
Histopathology,Temperature distribution,other
Electrochromic devices,Dynamic voltage scaling,other
Radar,Thermal lensing,other
Frequency shift keying,Cryogenic electronics,other
Impersonation attacks,Tuned circuits,other
Sonar measurements,Numerical stability,other
Platinum alloys,Multilevel systems,other
Convergence,Optical refraction,other
Impersonation attacks,International trade,other
Cobalt alloys,Superconducting transition temperature,other
Infrared sensors,Wastewater,other
Hypertension,Electrostatic actuators,other
Plating,Hydraulic systems,other
Packet switching,Sharing economy,other
Azimuth,Quantum mechanics,other
Control theory,Military communication,other
Network address translation,Peltier effect,other
Centralized control,Thin film transistors,other
Object recognition,Biofuels,other
Emissions trading,Metal foam,other
Booting,Production engineering,other
Image capture,Microwave magnetics,other
Broadcasting,Mainframes,other
Doped fiber amplifiers,Micromanipulators,other
Scientific computing,UHF circuits,other
Turnkey project,Fluctuations,other
Diffraction gratings,Neural microtechnology,other
Fast Fourier transforms,Parasitic capacitance,other
Automatic control,Additive white noise,other
Nonconductive adhesives,Stochastic resonance,other
Rail to rail inputs,Electrocardiography,other
Quantum networks,Loans and mortgages,other
Electrostatic devices,Software defined networking,other
Smart materials,Floppy disks,other
Protective clothing,Grammar,other
Mobile learning,Excitons,other
Microcell networks,Electron multipliers,other
Power system protection,Nuclear fuels,other
Frequency-domain analysis,Wearable robots,other
Fiber reinforced plastics,Overlay networks,other
Oil filled cables,Nonlinear filters,other
Radiation protection,Facial animation,other
Microwave communication,Plastics industry,other
Data preprocessing,Electron microscopy,other
Set theory,Bone diseases,other
Polarization shift keying,Impersonation attacks,other
MOS integrated circuits,Molding equipment,other
Quantum networks,Physical theory of diffraction,other
Switching loss,Fans,other
Aerospace electronics,Home computing,other
Electronic commerce,Coronaviruses,other
Spinal cord injury,Synthetic fibers,other
Flow production systems,Micromagnetics,other
Krypton,Mirrors,other
Dictionaries,Electric current control,other
Programmable logic arrays,Logic programming,other
Wireless personal area networks,Debugging,other
mHEMTs,Photoreceptors,other
Reflectometry,Gaze tracking,other
Job design,Silicon photonics,other
Smart materials,Multiskilling,other
Morphological operations,Covariance matrices,other
Electroencephalography,Admittance measurement,other
Authentication,Bragg gratings,other
Man-machine systems,Level control,other
Iterative methods,Gyrotrons,other
Radio access technologies,Impurities,other
Power system protection,Self-assembly,other
Variable speed drives,Paper making,other
Variable speed drives,Phonocardiography,other
Job design,Barium compounds,other
Atomic clocks,Foot,other
CD-ROMs,System buses,other
Electroencephalography,Optical pumping,other
Planar waveguides,Cognitive processes,other
Guns,Programming,other
Electromechanical devices,Structural shells,other
Bean model,Parameter extraction,other
Surface cleaning,Austenite,other
Spectroradiometers,Contacts,other
Piezoresistive devices,Potassium,other
Programmable logic arrays,Current,other
Electronic publishing,Clothing,other
Dictionaries,Prosthetic limbs,other
Optical modulators,PD control,other
Process design,Palladium,other
Radio transceivers,Thermoresistivity,other
Radio access networks,Heat transfer,other
Robot programming,Medical signal detection,other
Diffraction gratings,Sugar industry,other
Streaming media,Zero correlation zone,other
Marine transportation,Dimensionality reduction,other
Curriculum development,Fractal antennas,other
Atomic force microscopy,Conference management,other
Ball milling,Niobium-tin,other
Scientific computing,AC-AC converters,other
Flammability,Human factors,other
Azimuth,Tree graphs,other
Piezoelectricity,Vacuum systems,other
Spinal cord injury,Distributed parameter systems,other
Sonar measurements,Buoyancy,other
Charge measurement,Optical sensors,other
Plating,Multicore processing,other
Curriculum development,Optogenetics,other
Government policies,Wireless sensor networks,other
Consensus protocol,Thermal resistance,other
Marine technology,Liquid nitrogen,other
Microwave magnetics,Furnaces,other
Reverberation,Cosmic rays,other
Microwave circuits,Acoustic reflection,other
Atomic clocks,Neurites,other
Job design,Computational geometry,other
Discrete wavelet transforms,Digital-to-frequency converters,other
Broadcast technology,Accidents,other
Interferometry,Marine vegetation,other
Image capture,Road accidents,other
Streaming media,Inverters,other
Fractals,Support vector machine classification,other
Postal services,Esophagus,other
Wind tunnels,Program processors,other
Pyroelectric devices,Boundary value problems,other
